"Timestamp","Open access to scientific results is...","Would having open access at a reasonable price influence your decision to submit an article to a venue?","How would you propose to fund the archival of papers under an OA model?","What would be highest acceptable author processing charges per article (in $)?","Would you support ACM reducing expenses and possibly scaling back on the “Good Works” to fund OA?","What is, in your view, the primary role of the ACM?","Would you consider changing publishers if OA were not available at an acceptable price from the ACM within two years?","Should authors retain copyright of their work?","Comments on Open Access","In your field, where do important results first appear?","Have you published in a journal in the last three years?","Have you read a paper published in a journal in the last year?","Have you published in a conference in the last two years?","You publish in journals mainly because ","Would you support publishing our best conferences as special issues of a journal?","Comments on the importance of Journals in CS","The DL fulfill its role of being a convenient portal to find CS research results","The DL makes it easy to find articles","The DL’s search facility should be replaced by a commercial search engine","The DL’s archiving facility should be replaced with ArXiv","Comments about the DL","Do you work","How long ago was your first published scientific paper?","Are you a member of the ACM?","Which SIG (if any) do identify with?","Where do you spend most of your time?"
"2015/03/07 6:24:09 AM AST","a moral imperative","yes","Use arXiV for cheap, long-term archival.  Cut on useless middle men (e.g. Sheridan).  Possibly small ($50) author charges.","100","yes","What ACM should be: 1- Organizer of high-quality conferences.  2- Publisher of magazines (CACM) and journals.  3- Organizer of a few, focused outreach activities.

What ACM should not be: another Elsevier or another Springer.
","yes","yes","Green OA (e.g. arXiV) already works very well.  Any gold OA solution that ACM could offer would have to be very cheap and significantly better than green OA to get accepted by the community.
","conferences","yes","yes","yes","they allow long form results;they allow one to present completed research","yes","Journals offer great opportunities to publish results that don't fit the conference format, e.g. comprehensive accounts of completed projects, or short notes.  However, CS journals do a very poor job:
- Too many journals competing for too few submissions.  What is the _Nature_ or the _Science_ of CS?
- Excessive reviewing and publication delays (e.g. years instead of months).
- Incompetent editors who think their duty is to make authors suffer.
- Occasional unethical behavior (e.g. selecting reviewers that have obvious conflicts of interest with the submission).

ACM transactions are particularly bad in my experience.  As an author, I was treated much more professionally by journals from Springer or Cambridge University Press.

So, it's time to reboot the CS journal system entirely, starting with ACM's.
","2","3","5","5","It's not particularly pleasant to use.  For full-text search, Google Scholar does better.  For finding a particular reference, DBLP is better.  For long-term archival, I trust arXiV more.
","academia","20+ years ago","yes","SIGPLAN","Europe"
"2015/03/07 6:32:41 AM AST","a moral imperative","yes","through author processing charges","200","yes","","yes","yes","","both","yes","yes","yes","they allow long form results;they allow one to present completed research;they are more prestigious","yes","","1","2","3","4","","academia","<10 years ago","yes","","Europe"
"2015/03/07 6:34:19 AM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","0","yes","Unifying curriculum development, political work, etc.","yes","yes","","conferences","no","yes","yes","they allow long form results;it is expected by your employer","no","I work at an Electrical & Computer Engineering department and the importance of journals seems higher here, historically.","2","1","5","4","","academia","10+ years ago","yes","SIGPLAN","North America"
"2015/03/07 6:36:56 AM AST","a moral imperative","no","through author processing charges","100","yes","","no","yes","","conferences","yes","yes","yes","they allow long form results;it is expected by your employer","yes","","4","5","3","3","I don't have a comment about DL.



I live in Australia, not Asia or any of the options given in the last question.","academia","20+ years ago","yes","SIGCHI",""
"2015/03/07 6:40:13 AM AST","a moral imperative","yes","through author processing charges","200","yes","The dissemination of knowledge. They are clearly not achieving that role in today's digital society. With their pay-ways they basically keep the world in the dark pre-Internet ages.","yes","yes","Legal Open Access is an absolute must. It's a pity nowadays authors achieve de facto ""open access"" by breaking all the artificially imposed rule (like copyright law) and simply posting all their papers on their websites. This practice is great, it should just be legal.","conferences","yes","yes","yes","they allow long form results;they allow one to present completed research","yes, but only if the special issue requires the researchers to actually finish all details of the work","I wish more CS researchers would actually *complete* their work, not keep churning half arsed conference papers at an impressive rate. In particular I wish CS researchers would pay more attention to their proofs and the quality and reproducibility of their experiments. Moving towards a system in which Journals are given a fair amount of importance could help achieve this. A system in which completed versions of papers get submitted to journals would in my opinion be the best.","1","3","2","5","The digital paywall.","academia","<10 years ago","yes","SIGPLAN","Europe"
"2015/03/07 6:55:34 AM AST","a desirable feature","no","national/international grants ","0","yes","","no","not essential","","journals","yes","yes","no","they allow one to present completed research;it is expected by your employer","yes","","3","3","3","5","","academia","20+ years ago","no","","Europe"
"2015/03/07 7:08:21 AM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","100","yes","","yes","yes","","conferences","yes","yes","yes","it is expected by your employer","yes","","3","3","3","3","","industry","20+ years ago","no","","Europe"
"2015/03/07 7:11:12 AM AST","a moral imperative","yes","through increased conference registration costs (or attendance)","100","yes","supporting CS activities and promoting under-represented groups in CS (girls and women, minorities, third-world countries)","yes","yes","","conferences","yes","yes","yes","they allow long form results;it is expected by your employer","yes","","3","3","1","3","All publications should be open-access. Other organizations and communities have switched to this quite some time ago.","academia","<10 years ago","yes","","Asia"
"2015/03/07 7:21:48 AM AST","a moral imperative","yes","institutions and gov agencies","200","","","yes","yes","","conferences","yes","yes","yes","they allow long form results;it is expected by your employer","yes","For many researchers around the globe, journals are the only items considered in a CV by funding agencies.  I believe it would help a lot if conferences allow the quick publication of special issues in journals. Perhaps not directly (i.e., a conf. paper = a journal paper), but a direct invitation to the author to submit an extended version of the work in a special issue, with conf. like reviewing times (where reviewers just needs to review the diff between the conf. version and the extended one).","","","","5","","academia","<10 years ago","no","SIGPLAN","Europe"
"2015/03/07 7:38:07 AM AST","a desirable feature","no","through increased conference registration costs (or attendance)","0","yes","","yes","yes","","conferences","yes","yes","yes","they allow one to present completed research;they are more prestigious;it is expected by your employer","yes","","4","4","2","3","","academia","20+ years ago","yes","","Asia"
